ZAAKNAAM;ACTIVENQ;XCOORD;YCOORD;WERKOPP;MAARTJE;score;scorem2;
The Coffee Virus;56102;122026;488593;0;Take away;-3,7;0,5;
Mediteran-IJ;56102;123326;488555;0;Take away;-3,7;0,5;
Noorlet B.V. t.h.o.d.n. Döner Company;56102;121882;488025;0;Take away;-3,7;0,5;
Koffie ende Koeck;56102;119900;488728;0;Take away;-3,7;0,5;
Coffeemania;56102;116373;488021;0;Take away;-3,7;0,5;
NS Stations Retailbedrijf B.V. thodn Julia's;56102;121777;488048;0;Take away;-3,7;0,5;
King Kumpir;56102;118318;487952;0;Take away;-3,7;0,5;
'Gewoon Geluk!';56102;120487;488482;0;Take away;-3,7;0,5;
The Spot Eetcafé;56102;125507;480917;0;Take away;-3,7;0,5;
Pand 22;56102;123557;485795;0;Take away;-3,7;0,5;
Koffie Salon Passage B.V.;56102;120087;486274;0;Take away;-3,7;0,5;
SS Arena B.V.;56102;125167;480632;0;Take away;-3,7;0,5;
MD West B.V.;56102;124797;485954;0;Take away;-3,7;0,5;
At My;56102;120301;489220;0;Take away;-3,7;0,5;
Kilimanjaro take me away;56102;123056;485502;0;Take away;-3,7;0,5;
Eetcafé Amara;56102;118779;488304;0;Take away;-3,7;0,5;
BeGood;56102;116953;485131;0;Take away;-3,7;0,5;
Joost Labadie t.h.o.d.n. Subway Akerpoort;56102;113852;486022;0;Take away;-3,7;0,5;
VANTSPIT B.V.;56102;119578;487036;0;Take away;-3,7;0,5;
SoVi B.V.;56102;122875;490674;0;Take away;-3,7;0,5;
De Verleiding;56102;125078;482175;0;Take away;-3,7;0,5;
SS Dam B.V.;56102;121316;487424;0;Take away;-3,7;0,5;
Mr. Shakes Milkshake Bar B.V.;56102;120674;487086;0;Take away;-3,7;0,5;
Leeflang;56102;120351;487190;0;Take away;-3,7;0,5;
De Koffieschenkerij;56102;121715;487479;0;Take away;-3,7;0,5;
pizzalina;56102;118423;487822;0;Take away;-3,7;0,5;
T. van Boven;56102;119646;486613;0;Take away;-3,7;0,5;
Kessens;56102;120591;487452;0;Take away;-3,7;0,5;
De Kas Kantine;56102;120696;482053;0;Take away;-3,7;0,5;
Stewart & Sally;56102;118463;485976;0;Take away;-3,7;0,5;
Lebkov;56102;125050;480659;0;Take away;-3,7;0,5;
Sublime Food Company;56102;119824;487115;0;Take away;-3,7;0,5;
Suzushi;56102;128440;485239;0;Take away;-3,7;0,5;
Hapadog;56102;119752;488656;0;Take away;-3,7;0,5;
Vinnies;56102;121405;487700;0;Take away;-3,7;0,5;
Ricks Juice Bar B.V.;56102;121499;487209;0;Take away;-3,7;0,5;
Sushi Su;56102;122165;484245;0;Take away;-3,7;0,5;
NS Stations Retailbedrijf B.V. / Shakies;56102;121810;488071;0;Take away;-3,7;0,5;
NS Stat. Ret.bedr. B.V. t.h.o.d.n. Starbucks;56102;121819;487949;0;Take away;-3,7;0,5;
NS Stat. Ret.bedr. BV De Broodzaak Mid.tunnel;56102;121857;487970;0;Take away;-3,7;0,5;
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;56102;121136;483343;0;Take away;-3,7;0,5;
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;56102;123941;485968;0;Take away;-3,7;0,5;
NS Stat. Ret.bdr. BV/Kiosk Westtunnel Adam C.;56102;121799;488052;0;Take away;-3,7;0,5;
Dutch Homemade;56102;121172;488241;0;Take away;-3,7;0,5;
Van Het Land B.V.;56102;121308;483947;0;Take away;-3,7;0,5;
Kopjes;56102;118777;487089;0;Take away;-3,7;0,5;
Biancolatte;56102;120780;488609;0;Take away;-3,7;0,5;
Blender Amsterdam B.V.;56102;121014;485445;0;Take away;-3,7;0,5;
Mana Mana 1e Jan Steenstraat B.V.;56102;121147;485249;0;Take away;-3,7;0,5;
Platte & Creuse;56102;118508;485238;0;Take away;-3,7;0,5;
Viet View Foodhallen;56102;119660;486676;0;Take away;-3,7;0,5;
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;56102;121847;487999;0;Take away;-3,7;0,5;
Van Woustraat 174 B.V.;56102;122002;484994;0;Take away;-3,7;0,5;
The Bacon Bar;56102;121419;486207;0;Take away;-3,7;0,5;
Manti Filiz;56102;119660;486676;0;Take away;-3,7;0,5;
Tanoshii Sushi Shop C.V.;56102;120593;487822;0;Take away;-3,7;0,5;
Dolly's Groceries;56102;121138;485561;0;Take away;-3,7;0,5;
Jabugo bar Iberico Foodhallen B.V.;56102;119660;486676;0;Take away;-3,7;0,5;
de ballenbar;56102;119660;486676;0;Take away;-3,7;0,5;
Greenbrothers;56102;119660;486676;0;Take away;-3,7;0,5;
SmaaQt B.V.;56102;122499;489165;0;Take away;-3,7;0,5;
Panos;56102;122329;484274;0;Take away;-3,7;0,5;
Ling's Wok;56102;121243;486937;0;Take away;-3,7;0,5;
Saté Bar Charley;56102;126458;478521;0;Take away;-3,7;0,5;
Sukina Sushi;56102;118770;484928;0;Take away;-3,7;0,5;
Zaytoun / New York Pizza Delivery Hoekenrode;56102;125075;480486;0;Take away;-3,7;0,5;
KipKamer;56102;124225;486753;0;Take away;-3,7;0,5;
Burritomaker II;56102;123533;486642;0;Take away;-3,7;0,5;
Warung Zoraya;56102;116031;488217;0;Take away;-3,7;0,5;
Easy fresh Falafel;56102;125148;480659;0;Take away;-3,7;0,5;
Duu Noor B.V.;56102;120835;488931;0;Take away;-3,7;0,5;
Coffeemania Handel B.V.;56102;119330;483808;0;Take away;-3,7;0,5;
Mao Mao Beach;56102;119464;486569;0;Take away;-3,7;0,5;
Ferdaws;56102;116483;488399;0;Take away;-3,7;0,5;
salad and the city;56102;119895;486736;0;Take away;-3,7;0,5;
Pop-Up Booth;56102;118945;487489;0;Take away;-3,7;0,5;
Take a Bite;56102;118935;487839;0;Take away;-3,7;0,5;
Kemang;56102;120011;487542;0;Take away;-3,7;0,5;
Warung Celebes;56102;118566;487928;0;Take away;-3,7;0,5;
Fruit Fabriek;56102;115068;485749;0;Take away;-3,7;0,5;
Vlaamse Frites Sloterdijk;56102;117588;489099;0;Take away;-3,7;0,5;
Koffie & Zo;56102;121331;488575;0;Take away;-3,7;0,5;
Maison DeMani's;56102;118873;487516;0;Take away;-3,7;0,5;
WheelsSquared;56102;122724;485625;0;Take away;-3,7;0,5;
Chicago Spareribs Amsterdam Oost;56102;123529;483675;0;Take away;-3,7;0,5;
TasteFools;56102;123506;485344;0;Take away;-3,7;0,5;
Hookah Lounge;56102;119233;486452;0;Take away;-3,7;0,5;
Café Cinetol B.V.;56102;122254;485100;0;Take away;-3,7;0,5;
FoodBirds;56102;121908;488858;0;Take away;-3,7;0,5;
Bio Pilot;56102;116568;488573;0;Take away;-3,7;0,5;
Blendbar;56102;121173;485471;0;Take away;-3,7;0,5;
Kiosk Brediusbad;56102;120032;489551;0;Take away;-3,7;0,5;
'Het Paviljoen';56102;119796;488271;0;Take away;-3,7;0,5;
Hap Wat Pizza;56102;121262;490800;0;Take away;-3,7;0,5;
Clubkoffie;56102;123156;485287;0;Take away;-3,7;0,5;
V.O.F. Broer & Zus;56102;115323;484014;0;Take away;-3,7;0,5;
Yvette's Kitchen;56102;125633;481744;0;Take away;-3,7;0,5;
le Bar;56102;119877;484687;0;Take away;-3,7;0,5;
Good 4 Us;56102;125314;480779;0;Take away;-3,7;0,5;
Braai Vondelpark B.V.;56102;118704;485539;0;Take away;-3,7;0,5;
La Tete;56102;120039;487864;0;Take away;-3,7;0,5;
Loving Hut;56102;118725;488261;0;Take away;-3,7;0,5;
Nam Khum V.O.F.;56102;127199;479953;0;Take away;-3,7;0,5;
neemereen;56102;123366;484283;0;Take away;-3,7;0,5;
Chilli & Spice;56102;127454;481253;0;Take away;-3,7;0,5;
Johnny's Hamburger Amsterdam Noord;56102;123659;488852;0;Take away;-3,7;0,5;
Horeca DW10 B.V.;56102;117561;489739;0;Take away;-3,7;0,5;
KB Oishi Sushi;56102;116269;488254;0;Take away;-3,7;0,5;
Julinaz;56102;125633;481744;0;Take away;-3,7;0,5;
Seeddharta;56102;122467;489095;0;Take away;-3,7;0,5;
Tony's Gebakkraam;56102;120402;488587;0;Take away;-3,7;0,5;
Blushing Amsterdam B.V.;56102;120474;485778;0;Take away;-3,7;0,5;
De Tapruijters;56102;116776;485246;0;Take away;-3,7;0,5;
Mobile Smoothie Bar;56102;116004;488604;0;Take away;-3,7;0,5;
TOKI;56102;120842;488456;0;Take away;-3,7;0,5;
Ristorante Pizzeria 786;56102;125633;481744;0;Take away;-3,7;0,5;
Gaziantep Serif Oglu;56102;116422;488206;0;Take away;-3,7;0,5;
Caribou Cafe;56102;118856;488681;0;Take away;-3,7;0,5;
Omelegg Centrum B.V.;56102;121810;487686;0;Take away;-3,7;0,5;
Holmes Homage;56102;123531;488064;0;Take away;-3,7;0,5;
POF;56102;120657;488648;0;Take away;-3,7;0,5;
't Kelkje;56102;121629;487187;0;Take away;-3,7;0,5;
Kolk & Vermeij B.V.;56102;120794;486295;0;Take away;-3,7;0,5;
Ice Ice Baby;56102;127112;480853;0;Take away;-3,7;0,5;
De Jongens de Vries B.V.;56102;122078;483908;0;Take away;-3,7;0,5;
San Giovanni B.V.;56102;121750;487535;0;Take away;-3,7;0,5;
How do you roll;56102;121229;485982;0;Take away;-3,7;0,5;
Haver Amsterdam;56102;118969;486882;0;Take away;-3,7;0,5;
Bakers & Roasters;56102;121119;485608;0;Take away;-3,7;0,5;
L'Aubergine Caravan;56102;124663;484720;0;Take away;-3,7;0,5;
The Lone Rangers Bar B.V.;56102;121210;487253;0;Take away;-3,7;0,5;
Tasty Indian Bites;56102;122749;491335;0;Take away;-3,7;0,5;
The Lone Rangers Entertainment B.V.;56102;121210;487253;0;Take away;-3,7;0,5;
Sweets&Coffee;56102;118557;485048;0;Take away;-3,7;0,5;
Made's Warung Bali Amsterdam;56102;119335;484955;0;Take away;-3,7;0,5;
Stick-Up Indofood;56102;127270;479964;0;Take away;-3,7;0,5;
Hippo Tea Corner;56102;120109;488605;0;Take away;-3,7;0,5;
TOASTABLE;56102;121468;487989;0;Take away;-3,7;0,5;
Trinity Coffee;56102;119241;487504;0;Take away;-3,7;0,5;
De Goede Burger V.O.F.;56102;116422;488221;0;Take away;-3,7;0,5;
Haussmann Food B.V.;56102;120532;487695;0;Take away;-3,7;0,5;
Warung Rahayu;56102;127381;480340;0;Take away;-3,7;0,5;
Horeca Bedrijf BABA B.V.;56102;120989;489150;0;Take away;-3,7;0,5;
Jasper de Zeeuw;56102;118282;487463;0;Take away;-3,7;0,5;
Veen Zeebanket;56102;121194;484150;0;Take away;-3,7;0,5;
SS Nieuwendijk B.V.;56102;121545;487699;0;Take away;-3,7;0,5;
Sushi Take Out;56102;121487;487241;0;Take away;-3,7;0,5;
Koffie Salon Ten Kate B.V.;56102;119591;486589;0;Take away;-3,7;0,5;
V.O.F. 't Kraampje;56102;118436;487358;0;Take away;-3,7;0,5;
Indian Delight V.O.F.;56102;125707;479821;0;Take away;-3,7;0,5;
Seafood Bar Ferdinand Bolstraat B.V.;56102;121158;485511;0;Take away;-3,7;0,5;
Kiosk Eminönü Balikcisi;56102;118219;488040;0;Take away;-3,7;0,5;
Roti King Aarti;56102;118346;484931;0;Take away;-3,7;0,5;
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;56102;121814;487992;0;Take away;-3,7;0,5;
Soup en Zo - van Baerle;56102;120555;485271;0;Take away;-3,7;0,5;
Missi-Missi;56102;123224;488796;0;Take away;-3,7;0,5;
ILangos;56102;121710;487409;0;Take away;-3,7;0,5;
Luca Lisa B.V.;56102;121694;487598;0;Take away;-3,7;0,5;
Caffé Tostini;56102;113872;485942;0;Take away;-3,7;0,5;
SNCKBR B.V.;56102;121786;485516;0;Take away;-3,7;0,5;
Vietnyam-nyam;56102;124614;486463;0;Take away;-3,7;0,5;
A3W Salotto;56102;121395;485434;0;Take away;-3,7;0,5;
FoodEnzo B.V.;56102;121908;488858;0;Take away;-3,7;0,5;
currymobiel.nl;56102;126808;479218;0;Take away;-3,7;0,5;
R.J.C. Horeca B.V.;56102;119660;486676;0;Take away;-3,7;0,5;
Café de Ebeling B.V.;56102;120218;486278;0;Take away;-3,7;0,5;
Wilde Kroketten;56102;120604;485079;0;Take away;-3,7;0,5;
Bar Botanique B.V.;56102;123881;486269;0;Take away;-3,7;0,5;
Bocador;56102;114454;488044;0;Take away;-3,7;0,5;
Re Pizza;56102;121572;485474;0;Take away;-3,7;0,5;
Wrap 'n' Rolling;56102;119885;487633;0;Take away;-3,7;0,5;
Croque Madame;56102;121623;487446;0;Take away;-3,7;0,5;
IMF Group B.V.;56102;124557;485970;0;Take away;-3,7;0,5;
D.P. Amstelland B.V.;56102;119859;487625;0;Take away;-3,7;0,5;
Caffè Piccolo;56102;119710;486737;0;Take away;-3,7;0,5;
C.D. Nadort t.h.o.d.n. Coffeemania WG-Plein;56102;119847;486400;0;Take away;-3,7;0,5;
J. Moonen t.h.o.d.n. Backwrk Amsterdam Zuidas;56102;119907;483409;0;Take away;-3,7;0,5;
Soul Burger;56102;119352;486211;0;Take away;-3,7;0,5;
Frozen Chimp;56102;127237;486175;0;Take away;-3,7;0,5;
Saverio.nl;56102;122588;485285;0;Take away;-3,7;0,5;
Ola Happiness Station CS Amsterdam;56102;121865;487987;0;Take away;-3,7;0,5;
Bridgets;56102;126402;481869;0;Take away;-3,7;0,5;
Rolling Roots;56102;121093;484986;0;Take away;-3,7;0,5;
Mr. Bean;56102;124636;486454;0;Take away;-3,7;0,5;
Theetante;56102;127774;487736;0;Take away;-3,7;0,5;
Café de Ceuvel Coöperatie UA;56102;122569;489585;0;Take away;-3,7;0,5;
Between The Burrs;56102;118268;485307;0;Take away;-3,7;0,5;
Tasty Burger;56102;119995;487219;0;Take away;-3,7;0,5;
Pizza Fabriek;56102;121921;485358;0;Take away;-3,7;0,5;
YoYo's Ice Corner B.V.;56102;122133;484401;0;Take away;-3,7;0,5;
The Beef Chief;56102;124937;487755;0;Take away;-3,7;0,5;
Mirella's;56102;125695;490135;0;Take away;-3,7;0,5;
temakery;56102;121181;485142;0;Take away;-3,7;0,5;
Global Connect Coffee B.V.;56102;118201;489562;0;Take away;-3,7;0,5;
A.A. Duarte Sanchez;56102;122419;483900;0;Take away;-3,7;0,5;
Amstel Place;56102;122786;482939;0;Take away;-3,7;0,5;
Jolijn Paijmans;56102;121141;484926;0;Take away;-3,7;0,5;
Holy Donut;56102;120952;487924;0;Take away;-3,7;0,5;
Jojo Yokiyo;56102;123093;485179;0;Take away;-3,7;0,5;
Petit Deux;56102;121236;488210;0;Take away;-3,7;0,5;
Amsterdam Horeca Beheer B.V.;56102;121322;488123;0;Take away;-3,7;0,5;
Paleo CaVé;56102;121215;490881;0;Take away;-3,7;0,5;
Anytime Pizza 24h;56102;123620;488878;0;Take away;-3,7;0,5;
Lore van Riel;56102;125460;481570;0;Take away;-3,7;0,5;
Sybren van Dijk;56102;125910;481893;0;Take away;-3,7;0,5;
BRAK B.V.;56102;122571;484387;0;Take away;-3,7;0,5;
Enjoy Sushi;56102;116255;488373;0;Take away;-3,7;0,5;
Yamie PastaBar;56102;123178;489034;0;Take away;-3,7;0,5;
Lángos Truck;56102;121829;487385;0;Take away;-3,7;0,5;
Juul Spaan;56102;124999;485514;0;Take away;-3,7;0,5;
De Libanese Keuken;56102;119294;487453;0;Take away;-3,7;0,5;
Take it Fresh;56102;120535;488743;0;Take away;-3,7;0,5;
sunnilight;56102;117170;485419;0;Take away;-3,7;0,5;
STACH food;56102;118897;484154;0;Take away;-3,7;0,5;
Domino's Pizza Amsterdam Noord 2;56102;125649;489462;0;Take away;-3,7;0,5;
Abo Sima;56102;123434;491751;0;Take away;-3,7;0,5;
Doppio Espresso Amsterdam Zuidas;56102;119943;483343;0;Take away;-3,7;0,5;
Vietnamees streetfood;56102;114839;484989;0;Take away;-3,7;0,5;
Burgers & Pretzels;56102;123832;485542;0;Take away;-3,7;0,5;
Korper B.V.;56102;120315;485743;0;Take away;-3,7;0,5;
Pizzarella;56102;118372;484794;0;Take away;-3,7;0,5;
Ehaab B.V.;56102;118120;487947;0;Take away;-3,7;0,5;
Juice by Nature;56102;121593;487501;0;Take away;-3,7;0,5;
Water + Brood;56102;124770;490044;0;Take away;-3,7;0,5;
Tostia Bakery & Beverage;56102;123345;484876;0;Take away;-3,7;0,5;
Espressobar ''Il Gusto'';56102;115408;485848;0;Take away;-3,7;0,5;
Ludwiene;56102;127127;481768;0;Take away;-3,7;0,5;
The Aviator;56102;125543;481325;0;Take away;-3,7;0,5;
JUICE Amsterdam;56102;121713;487634;0;Take away;-3,7;0,5;
Healthy Foodiez;56102;125013;481942;0;Take away;-3,7;0,5;
Café Broer B.V.;56102;120263;488124;0;Take away;-3,7;0,5;
Juices&Cream TukTuk;56102;119144;485847;0;Take away;-3,7;0,5;
Roel van Dam;56102;124283;490523;0;Take away;-3,7;0,5;
Coffeemania Canteen B.V.;56102;117214;484890;0;Take away;-3,7;0,5;
Eetcafé Oceaan;56102;124999;487156;0;Take away;-3,7;0,5;
Emperor coffee;56102;123180;485521;0;Take away;-3,7;0,5;
The Glass House;56102;123949;487960;0;Take away;-3,7;0,5;
Diaszo;56102;126481;479454;0;Take away;-3,7;0,5;
Aarti Roti;56102;121024;486294;0;Take away;-3,7;1,0;
HartBiet;56102;122611;483949;0;Take away;-3,7;1,0;
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;56102;119991;483651;0;Take away;-3,7;1,0;
K. El Messaoudi / New York Pizza Del. Centrum;56102;119952;486693;0;Take away;-3,7;1,0;
Eskina Brasil;56102;119515;486777;0;Take away;-3,7;1,0;
Homemade2go;56102;120407;489402;0;Take away;-3,7;1,0;
Vascobelo V-Bars B.V.;56102;121979;489561;0;Take away;-3,7;1,0;
Vascobelo V-bar Stadionplein;56102;118937;484184;0;Take away;-3,7;1,0;
Daily Goodness;56102;119744;488478;0;Take away;-3,7;1,0;
CHEZ AICHA;56102;113944;485798;0;Take away;-3,7;1,0;
Jooke Veenstra;56102;122805;485373;0;Take away;-3,7;1,0;
SyuS;56102;122548;485727;0;Take away;-3,7;1,0;
IDC Foods;56102;123526;485873;0;Take away;-3,7;1,0;
Ocean Sushi;56102;118785;488444;0;Take away;-3,7;1,0;
Bingol t.h.o.d.n. Tjin's Mosveld;56102;122724;489381;0;Take away;-3,7;1,0;
Koala Food Concepts B.V.;56102;118586;487066;0;Take away;-3,7;1,0;
Coffee and Friends;56102;123873;487077;0;Take away;-3,7;1,0;
Grizzl Food Works B.V.;56102;119833;483388;0;Take away;-3,7;1,0;
Il Miracolo;56102;117504;488496;0;Take away;-3,7;1,0;
F.R.T.T.;56102;118215;484368;0;Take away;-3,7;1,0;
Koffie & Zo;56102;121690;484560;0;Take away;-3,7;1,0;
Bennie Blij;56102;120884;487868;0;Take away;-3,7;1,0;
Food Nomads B.V.;56102;114207;484865;0;Take away;-3,7;1,0;
Puck Coffee;56102;124339;486428;0;Take away;-3,7;1,0;
J's Food;56102;126575;481793;0;Take away;-3,7;1,0;
Le Fournil Royale;56102;114075;485517;0;Take away;-3,7;1,0;
Chicken & Burgers;56102;125554;480947;0;Take away;-3,7;1,0;
The Barn Amsterdam Zuidas;56102;119783;483294;0;Take away;-3,7;1,0;
Dapur Kampung;56102;124911;483990;0;Take away;-3,7;1,0;
Padron Streetfood;56102;129522;484438;0;Take away;-3,7;1,0;
Dim Sum Thing;56102;118647;488076;0;Take away;-3,7;1,0;
Tigris & Euphrates Food;56102;116997;487577;0;Take away;-3,7;1,0;
Eurasian;56102;115041;484857;0;Take away;-3,7;1,0;
Roots Hoekenrode B.V.;56102;125076;480483;0;Take away;-3,7;1,0;
Panzerotti;56102;120853;489062;0;Take away;-3,7;1,0;
Pancakes & Waffles;56102;121538;487674;0;Take away;-3,7;1,0;
Pita B.V.;56102;121349;487103;0;Take away;-3,7;1,0;
Sushi Station;56102;125544;481114;0;Take away;-3,7;1,0;
Renato's Foodhallen;56102;119660;486676;0;Take away;-3,7;1,0;
Pita Queen;56102;119833;483388;0;Take away;-3,7;1,0;
AL Dente B.V.;56102;119495;486552;0;Take away;-3,7;1,0;
De huiskamer van Rembrandt;56102;118454;486502;0;Take away;-3,7;1,0;
Kapsalon Express;56102;116264;487616;0;Take away;-3,7;1,0;
SushiPoint Amsterdam B.V.;56102;121218;484511;0;Take away;-3,7;1,0;
Burgers & Crepes;56102;121305;487675;0;Take away;-3,7;1,0;
The Coffee Virus - Startup Village;56102;117735;485277;0;Take away;-3,7;1,0;
Delicious Wrap 1 B.V.;56102;121469;487724;0;Take away;-3,7;1,0;
Halal Fast Food B.V.;56102;114664;484721;0;Take away;-3,7;1,0;
Zwart B.V.;56102;120712;488079;0;Take away;-3,7;1,0;
STACH;56102;121493;487976;0;Take away;-3,7;1,0;
HEER²;56102;124509;487795;0;Take away;-3,7;1,0;
Salads & Bowls;56102;119056;484394;0;Take away;-3,7;1,0;
Seracino Food;56102;125144;481930;0;Take away;-3,7;1,0;
Cigköftem Dappermarkt;56102;123765;486231;0;Take away;-3,7;1,0;
Türkmen V.O.F.;56102;114396;484124;0;Take away;-3,7;1,0;
Olijf's wereldsoepen;56102;119388;486448;0;Take away;-3,7;1,0;
Local Hero;56102;119476;487287;0;Take away;-3,7;1,0;
Bouillon Brothers;56102;120273;489766;0;Take away;-3,7;1,0;
Wokky;56102;118659;485774;0;Take away;-3,7;1,0;
Swirl's Amsterdan Dam;56102;121425;487300;0;Take away;-3,7;1,0;
Swirl's Amsterdam Nieuwendijk;56102;121472;487648;0;Take away;-3,7;1,0;
justincase;56102;122386;484628;0;Take away;-3,7;1,0;
Bel-Redje;56102;117820;487338;0;Take away;-3,7;1,0;
Sustenance NL;56102;114909;486242;0;Take away;-3,7;1,0;
Buon Giorno 7 B.V.;56102;118219;488040;0;Take away;-3,7;1,0;
Jack's Blend;56102;114342;488445;0;Take away;-3,7;1,0;
Marcanti Food;56102;119512;487637;0;Take away;-3,7;1,0;
Tony Macaroni;56102;120752;488566;0;Take away;-3,7;1,0;
denachtbezorger;56102;115913;487703;0;Take away;-3,7;1,0;
R. di Vece;56102;114591;485851;0;Take away;-3,7;1,0;
Tasty Indian Bites;56102;121043;485051;0;Take away;-3,7;1,0;
Amara Exploitatie B.V.;56102;114432;485935;0;Take away;-3,7;1,0;
Ambilimi;56102;114641;487608;0;Take away;-3,7;1,0;
Gebakskraam Stuy;56102;122814;489642;0;Take away;-3,7;1,0;
Sabores de Venezuela;56102;118958;487531;0;Take away;-3,7;1,0;
Toko Joyce;47293;125558;489462;0;Take away;-3,7;1,0;
Toko Bersama;47293;119845;486856;0;Take away;-3,7;1,0;
Olie & Zo;47293;123946;487150;0;Take away;-3,7;1,0;
NiBo;47293;126270;481548;0;Take away;-3,7;1,0;
Pxiu B.V.;47293;119799;482094;0;Take away;-3,7;1,0;
Empanadas Argentinas;47293;119762;486909;0;Take away;-3,7;1,0;
Nulinlin Enterprise B.V.;47293;117699;484774;0;Take away;-3,7;1,0;
Jadro's;47293;125008;489819;0;Take away;-3,7;1,0;
Nuraghe;47293;124783;489331;0;Take away;-3,7;1,0;
Rice & Spice;47293;121727;486165;0;Take away;-3,7;1,0;
Warung Uithoorn;47293;116594;485774;0;Take away;-3,7;1,0;
Il Sogno;47293;128212;485442;0;Take away;-3,7;1,0;
PuraVitaFood;47293;117917;483673;0;Take away;-3,7;1,0;
Cigkofteye Amsterdam;47293;115089;485052;0;Take away;-3,7;1,0;
Lima Amsterdam B.V.;47293;119660;486676;0;Take away;-3,7;1,0;
Lima Amsterdam B.V.;47293;119833;483388;0;Take away;-3,7;1,0;
SALSA SHOP Kinkerstraat B.V.;47293;119673;486624;0;Take away;-3,7;1,0;
Öz Cigköftem;47293;119150;485849;0;Take away;-3,7;1,0;
Tafelverhalen;47293;119628;486873;0;Take away;-3,7;1,0;
Star Asian Supermarket Amsterdam B.V.;47293;124205;486285;0;Take away;-3,7;1,0;
L'Italiana;47293;122756;490511;0;Take away;-3,7;1,0;
Toko Tante Lies;56102;120926;492625;0;Take away;-3,7;1,0;
Toko Bamboe;56102;120327;489324;0;Take away;-3,7;1,0;
Indonesisch Toko Lemongrass;56102;119158;484603;0;Take away;-3,7;1,0;
Rossi Afhaal- en Bezorgcentrum;56102;120036;487667;0;Take away;-3,7;1,0;
Thai Afhaalpunt;56102;123313;488824;0;Take away;-3,7;1,0;
Afhaal Centrum Valentino 3;56102;123502;489260;0;Take away;-3,7;1,0;
Ind. Express Restaurant (Afhaal & Bezorglijn);56102;119174;485988;0;Take away;-3,7;1,0;
Wijs West, To Go;56102;119828;487016;0;Take away;-3,7;1,0;
Fu-Zhou t.h.o.d.n. Wok To Go Express;56102;118832;485118;0;Take away;-3,7;1,0;
Dudok CS to go B.V.;56102;119725;483377;0;Take away;-3,7;1,0;
Chipsy King;56102;121435;487269;8;Take away;-3,7;1,0;
Zanzi Lounge Osdorp;56102;114067;485542;12;Take away;-3,7;1,0;
Vina Chi;56102;121469;486658;14;Take away;-3,7;1,0;
't Museumpleintje;56102;120616;485805;15;Take away;-3,7;1,0;
Rembrandt van Gogh;56102;120663;485825;15;Take away;-3,7;1,0;
Tjin's Leidsestraat B.V.;56102;120862;486558;16;Take away;-3,7;1,0;
Food Town;56102;121157;486634;17;Take away;-3,7;1,0;
Golden Sushi;56102;118988;487177;18;Take away;-3,7;1,0;
De Nieuwe Nederlandsche School B.V.;56102;121249;487099;18;Take away;-3,7;1,0;
Kermina B.V.;56102;121844;487388;19;Take away;-3,7;1,0;
Burger Bar B.V.;56102;121519;487704;21;Take away;-3,7;1,0;
Wok To Walk B.V.;56102;121507;487709;21;Take away;-3,7;1,0;
swieti sranang;47293;120682;487936;21;Take away;-3,7;1,0;
Toko Sumatra;56102;123709;485471;21;Take away;-3,7;1,0;
Bromo Indah;56102;120481;486987;22;Take away;-3,7;1,0;
Warung Solo;47293;118832;488385;22;Take away;-3,7;1,0;
Blom-Jochemus V.O.F.;56102;119592;484159;23;Take away;-3,7;1,0;
Dutch Homemade;56102;121698;487147;24;Take away;-3,7;1,0;
Mari Rasa Afhaalcentrum;56102;115763;487904;24;Take away;-3,7;1,0;
